space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
13	115628843	115629055	213	MACS_peak_2384 ENSMUSG00000015536	MACS_peak_2384	+	ENSMUSG00000015536	115608485	115618931	downstream	20358	9912	NearestStart
13	120218329	120218482	154	MACS_peak_2388 ENSMUSG00000025451	MACS_peak_2388	+	ENSMUSG00000025451	120217407	120249127	inside	922	922	NearestStart
13	120251435	120251763	329	MACS_peak_2389 ENSMUSG00000062822	MACS_peak_2389	+	ENSMUSG00000062822	120251579	120274924	overlapStart	-144	144	NearestStart
13	12350070	12350547	478	MACS_peak_2128 ENSMUSG00000021311	MACS_peak_2128	-	ENSMUSG00000021311	12278803	12350362	overlapStart	292	185	NearestStart
13	14131561	14131843	283	MACS_peak_2131 ENSMUSG00000039233	MACS_peak_2131	-	ENSMUSG00000039233	14090220	14131905	inside	344	62	NearestStart
13	18035929	18036436	508	MACS_peak_2133 ENSMUSG00000008859	MACS_peak_2133	-	ENSMUSG00000008859	17973687	18036040	overlapStart	111	111	NearestStart
13	18085001	18085415	415	MACS_peak_2134 ENSMUSG00000075054	MACS_peak_2134	-	ENSMUSG00000075054	18080690	18085150	overlapStart	149	149	NearestStart
13	18372931	18373236	306	MACS_peak_2135 ENSMUSG00000009734	MACS_peak_2135	-	ENSMUSG00000009734	18216794	18473880	inside	100949	100644	NearestStart
13	19487281	19487588	308	MACS_peak_2137 ENSMUSG00000003062	MACS_peak_2137	-	ENSMUSG00000003062	19449546	19487664	inside	383	76	NearestStart
13	20133099	20133328	230	MACS_peak_2138 ENSMUSG00000050243	MACS_peak_2138	-	ENSMUSG00000050243	20086890	20087672	upstream	-45427	45427	NearestStart
13	21872085	21872612	528	MACS_peak_2142 ENSMUSG00000058773	MACS_peak_2142	-	ENSMUSG00000058773	21871752	21872494	overlapStart	409	118	NearestStart
13	22142804	22143063	260	MACS_peak_2145 ENSMUSG00000083873	MACS_peak_2145	-	ENSMUSG00000083873	22149215	22149731	downstream	6927	6152	NearestStart
13	23524458	23524689	232	MACS_peak_2146 ENSMUSG00000036376	MACS_peak_2146	-	ENSMUSG00000036376	23510230	23515735	upstream	-8723	8723	NearestStart
13	23852853	23853577	725	MACS_peak_2150 ENSMUSG00000060093	MACS_peak_2150	-	ENSMUSG00000060093	23852561	23853099	overlapStart	246	246	NearestStart
13	24853307	24853623	317	MACS_peak_2152 ENSMUSG00000006715	MACS_peak_2152	-	ENSMUSG00000006715	24843714	24853806	inside	499	183	NearestStart
13	25842937	25843137	201	MACS_peak_2156 ENSMUSG00000082161	MACS_peak_2156	-	ENSMUSG00000082161	25772143	25773012	upstream	-69925	69925	NearestStart
13	29045381	29045737	357	MACS_peak_2158 ENSMUSG00000076431	MACS_peak_2158	-	ENSMUSG00000076431	29040788	29045582	overlapStart	201	155	NearestStart
13	32271795	32271966	172	MACS_peak_2162 ENSMUSG00000038372	MACS_peak_2162	-	ENSMUSG00000038372	31911453	32430437	inside	158642	158471	NearestStart
13	34221440	34221757	318	MACS_peak_2164 ENSMUSG00000045136	MACS_peak_2164	-	ENSMUSG00000045136	34219092	34222223	inside	783	466	NearestStart
13	34222174	34222703	530	MACS_peak_2165 ENSMUSG00000045136	MACS_peak_2165	-	ENSMUSG00000045136	34219092	34222223	overlapStart	49	49	NearestStart
13	34370261	34370542	282	MACS_peak_2168 ENSMUSG00000038267	MACS_peak_2168	-	ENSMUSG00000038267	34271027	34437051	inside	66790	66509	NearestStart
13	35085904	35086302	399	MACS_peak_2170 ENSMUSG00000021417	MACS_peak_2170	-	ENSMUSG00000021417	35069618	35085996	overlapStart	92	92	NearestStart
13	38726737	38727113	377	MACS_peak_2176 ENSMUSG00000038982	MACS_peak_2176	-	ENSMUSG00000038982	38685230	38726978	overlapStart	241	135	NearestStart
13	39052043	39052367	325	MACS_peak_2177 ENSMUSG00000021432	MACS_peak_2177	-	ENSMUSG00000021432	39024012	39052744	inside	701	377	NearestStart
13	40826032	40826433	402	MACS_peak_2178 ENSMUSG00000021359	MACS_peak_2178	-	ENSMUSG00000021359	40811044	40830289	inside	4257	3856	NearestStart
13	43106938	43107127	190	MACS_peak_2182 ENSMUSG00000021368	MACS_peak_2182	-	ENSMUSG00000021368	43247113	43266777	downstream	159839	139986	NearestStart
13	43399574	43399836	263	MACS_peak_2183 ENSMUSG00000051335	MACS_peak_2183	-	ENSMUSG00000051335	43290888	43399541	upstream	-33	33	NearestStart
13	43576394	43576833	440	MACS_peak_2184 ENSMUSG00000038546	MACS_peak_2184	-	ENSMUSG00000038546	43498748	43576342	upstream	-52	52	NearestStart
13	43655409	43655710	302	MACS_peak_2185 ENSMUSG00000021371	MACS_peak_2185	-	ENSMUSG00000021371	43636459	43655584	overlapStart	175	126	NearestStart
13	46268566	46268925	360	MACS_peak_2194 ENSMUSG00000062282	MACS_peak_2194	-	ENSMUSG00000062282	46270797	46286417	downstream	17851	1872	NearestStart
13	46823236	46823811	576	MACS_peak_2201 ENSMUSG00000021374	MACS_peak_2201	-	ENSMUSG00000021374	46775473	46822956	upstream	-280	280	NearestStart
13	47025273	47025630	358	MACS_peak_2202 ENSMUSG00000021375	MACS_peak_2202	-	ENSMUSG00000021375	46844456	47025087	upstream	-186	186	NearestStart
13	47201151	47201383	233	MACS_peak_2203 ENSMUSG00000021377	MACS_peak_2203	-	ENSMUSG00000021377	47180154	47201479	inside	328	96	NearestStart
13	48640844	48641198	355	MACS_peak_2205 ENSMUSG00000065421	MACS_peak_2205	-	ENSMUSG00000065421	48633548	48633641	upstream	-7203	7203	NearestStart
13	48641238	48641579	342	MACS_peak_2206 ENSMUSG00000065421	MACS_peak_2206	-	ENSMUSG00000065421	48633548	48633641	upstream	-7597	7597	NearestStart
13	48720782	48721121	340	MACS_peak_2207 ENSMUSG00000038042	MACS_peak_2207	-	ENSMUSG00000038042	48673239	48721033	overlapStart	251	88	NearestStart
13	48974014	48974315	302	MACS_peak_2208 ENSMUSG00000038025	MACS_peak_2208	-	ENSMUSG00000038025	48897122	48966252	upstream	-7762	7762	NearestStart
13	49111737	49112066	330	MACS_peak_2209 ENSMUSG00000038014	MACS_peak_2209	-	ENSMUSG00000038014	48974585	49063386	upstream	-48351	48351	NearestStart
13	49227238	49227587	350	MACS_peak_2210 ENSMUSG00000037989	MACS_peak_2210	-	ENSMUSG00000037989	49131679	49243383	inside	16145	15796	NearestStart
13	49415375	49415806	432	MACS_peak_2212 ENSMUSG00000037946	MACS_peak_2212	-	ENSMUSG00000037946	49356925	49415680	overlapStart	305	126	NearestStart
13	51664749	51664976	228	MACS_peak_2214 ENSMUSG00000021448	MACS_peak_2214	-	ENSMUSG00000021448	51526412	51662453	upstream	-2296	2296	NearestStart
13	51872516	51872754	239	MACS_peak_2216 ENSMUSG00000021451	MACS_peak_2216	-	ENSMUSG00000021451	51796617	51889042	inside	16526	16288	NearestStart
13	54788477	54789169	693	MACS_peak_2226 ENSMUSG00000034928	MACS_peak_2226	-	ENSMUSG00000034928	54780775	54795197	inside	6720	6028	NearestStart
13	54789245	54789557	313	MACS_peak_2227 ENSMUSG00000034928	MACS_peak_2227	-	ENSMUSG00000034928	54780775	54795197	inside	5952	5640	NearestStart
13	54795310	54795758	449	MACS_peak_2228 ENSMUSG00000034928	MACS_peak_2228	-	ENSMUSG00000034928	54780775	54795197	upstream	-113	113	NearestStart
13	54851031	54851408	378	MACS_peak_2229 ENSMUSG00000069227	MACS_peak_2229	-	ENSMUSG00000069227	54838034	54851030	upstream	-1	1	NearestStart
13	54859784	54860108	325	MACS_peak_2230 ENSMUSG00000034891	MACS_peak_2230	-	ENSMUSG00000034891	54860222	54867801	downstream	8017	114	NearestStart
13	55430625	55430994	370	MACS_peak_2235 ENSMUSG00000021485	MACS_peak_2235	-	ENSMUSG00000021485	55426529	55431091	inside	466	97	NearestStart
13	55519489	55519815	327	MACS_peak_2238 ENSMUSG00000044444	MACS_peak_2238	-	ENSMUSG00000044444	55516114	55516527	upstream	-2962	2962	NearestStart
13	55585125	55585440	316	MACS_peak_2242 ENSMUSG00000034675	MACS_peak_2242	-	ENSMUSG00000034675	55574787	55589529	inside	4404	4089	NearestStart
13	56236659	56237013	355	MACS_peak_2246 ENSMUSG00000015937	MACS_peak_2246	-	ENSMUSG00000015937	56175538	56236876	overlapStart	217	137	NearestStart
13	56353340	56353733	394	MACS_peak_2247 ENSMUSG00000048904	MACS_peak_2247	-	ENSMUSG00000048904	56352559	56353293	upstream	-47	47	NearestStart
13	58229650	58230194	545	MACS_peak_2254 ENSMUSG00000007836	MACS_peak_2254	-	ENSMUSG00000007836	58228757	58229674	overlapStart	24	24	NearestStart
13	58316875	58317262	388	MACS_peak_2255 ENSMUSG00000005312	MACS_peak_2255	-	ENSMUSG00000005312	58277524	58316997	overlapStart	122	122	NearestStart
13	58376087	58376410	324	MACS_peak_2256 ENSMUSG00000021552	MACS_peak_2256	-	ENSMUSG00000021552	58334712	58375549	upstream	-538	538	NearestStart
13	58504074	58504388	315	MACS_peak_2258 ENSMUSG00000021546	MACS_peak_2258	-	ENSMUSG00000021546	58493312	58503877	upstream	-197	197	NearestStart
13	59776857	59777195	339	MACS_peak_2259 ENSMUSG00000021556	MACS_peak_2259	-	ENSMUSG00000021556	59736357	59777145	overlapStart	288	50	NearestStart
13	59924203	59924698	496	MACS_peak_2260 ENSMUSG00000035248	MACS_peak_2260	-	ENSMUSG00000035248	59873240	59924462	overlapStart	259	236	NearestStart
13	60027601	60027853	253	MACS_peak_2261 ENSMUSG00000035248	MACS_peak_2261	-	ENSMUSG00000035248	59873240	59924462	upstream	-103139	103139	NearestStart
13	60028835	60029327	493	MACS_peak_2262 ENSMUSG00000035248	MACS_peak_2262	-	ENSMUSG00000035248	59873240	59924462	upstream	-104373	104373	NearestStart
13	60278472	60279285	814	MACS_peak_2263 ENSMUSG00000052957	MACS_peak_2263	-	ENSMUSG00000052957	60277148	60278447	upstream	-25	25	NearestStart
13	63653859	63654263	405	MACS_peak_2267 ENSMUSG00000021466	MACS_peak_2267	-	ENSMUSG00000021466	63609637	63666828	inside	12969	12565	NearestStart
13	63664359	63664879	521	MACS_peak_2268 ENSMUSG00000021466	MACS_peak_2268	-	ENSMUSG00000021466	63609637	63666828	inside	2469	1949	NearestStart
13	63669032	63669552	521	MACS_peak_2269 ENSMUSG00000021466	MACS_peak_2269	-	ENSMUSG00000021466	63609637	63666828	upstream	-2204	2204	NearestStart
13	67161764	67162056	293	MACS_peak_2274 ENSMUSG00000058883	MACS_peak_2274	-	ENSMUSG00000058883	67170336	67198770	downstream	37006	8280	NearestStart
13	67626949	67627232	284	MACS_peak_2276 ENSMUSG00000071285	MACS_peak_2276	-	ENSMUSG00000071285	67616720	67627084	overlapStart	135	135	NearestStart
13	69402777	69403017	241	MACS_peak_2277 ENSMUSG00000021536	MACS_peak_2277	-	ENSMUSG00000021536	68758920	69138419	upstream	-264358	264358	NearestStart
13	70072467	70072656	190	MACS_peak_2278 ENSMUSG00000069200	MACS_peak_2278	-	ENSMUSG00000069200	70146082	70146492	downstream	74025	73426	NearestStart
13	70123207	70123491	285	MACS_peak_2279 ENSMUSG00000069200	MACS_peak_2279	-	ENSMUSG00000069200	70146082	70146492	downstream	23285	22591	NearestStart
13	70126101	70126398	298	MACS_peak_2280 ENSMUSG00000069200	MACS_peak_2280	-	ENSMUSG00000069200	70146082	70146492	downstream	20391	19684	NearestStart
13	72100687	72101247	561	MACS_peak_2285 ENSMUSG00000060969	MACS_peak_2285	-	ENSMUSG00000060969	72095682	72101171	overlapStart	484	76	NearestStart
13	76081015	76081566	552	MACS_peak_2291 ENSMUSG00000021589	MACS_peak_2291	-	ENSMUSG00000021589	76006995	76081373	overlapStart	358	193	NearestStart
13	76155817	76156260	444	MACS_peak_2292 ENSMUSG00000043190	MACS_peak_2292	-	ENSMUSG00000043190	76138983	76156010	overlapStart	193	193	NearestStart
13	76235750	76236050	301	MACS_peak_2293 ENSMUSG00000021592	MACS_peak_2293	-	ENSMUSG00000021592	76197870	76236096	inside	346	46	NearestStart
13	78342817	78343145	329	MACS_peak_2294 ENSMUSG00000069171	MACS_peak_2294	-	ENSMUSG00000069171	78328723	78337845	upstream	-4972	4972	NearestStart
13	81849891	81850304	414	MACS_peak_2299 ENSMUSG00000035834	MACS_peak_2299	-	ENSMUSG00000035834	81812836	81850012	overlapStart	121	121	NearestStart
13	85428535	85429258	724	MACS_peak_2307 ENSMUSG00000021549	MACS_peak_2307	-	ENSMUSG00000021549	85354679	85429091	overlapStart	556	167	NearestStart
13	89878965	89879311	347	MACS_peak_2309 ENSMUSG00000021614	MACS_peak_2309	-	ENSMUSG00000021614	89794915	89882117	inside	3152	2806	NearestStart
13	91363579	91363876	298	MACS_peak_2311 ENSMUSG00000021619	MACS_peak_2311	-	ENSMUSG00000021619	91074954	91363592	overlapStart	13	13	NearestStart
13	93124844	93125537	694	MACS_peak_2314 ENSMUSG00000014850	MACS_peak_2314	-	ENSMUSG00000014850	92981836	93124958	overlapStart	114	114	NearestStart
13	93300344	93300643	300	MACS_peak_2315 ENSMUSG00000021706	MACS_peak_2315	-	ENSMUSG00000021706	93257710	93300765	inside	421	122	NearestStart
13	93473160	93473393	234	MACS_peak_2316 ENSMUSG00000021702	MACS_peak_2316	-	ENSMUSG00000021702	93521546	93564713	downstream	91553	48153	NearestStart
13	93503876	93504059	184	MACS_peak_2317 ENSMUSG00000021702	MACS_peak_2317	-	ENSMUSG00000021702	93521546	93564713	downstream	60837	17487	NearestStart
13	93914478	93914800	323	MACS_peak_2318 ENSMUSG00000047419	MACS_peak_2318	-	ENSMUSG00000047419	93810677	93868428	upstream	-46050	46050	NearestStart
13	94948338	94948561	224	MACS_peak_2319 ENSMUSG00000021687	MACS_peak_2319	-	ENSMUSG00000021687	94971265	95055247	downstream	106909	22704	NearestStart
13	96388322	96388625	304	MACS_peak_2320 ENSMUSG00000048376	MACS_peak_2320	-	ENSMUSG00000048376	96371759	96388414	overlapStart	92	92	NearestStart
13	96661794	96662180	387	MACS_peak_2321 ENSMUSG00000021676	MACS_peak_2321	-	ENSMUSG00000021676	96397132	96661877	overlapStart	83	83	NearestStart
13	96900872	96901196	325	MACS_peak_2322 ENSMUSG00000051111	MACS_peak_2322	-	ENSMUSG00000051111	96731235	96858821	upstream	-42051	42051	NearestStart
13	97440586	97440891	306	MACS_peak_2323 ENSMUSG00000021670	MACS_peak_2323	-	ENSMUSG00000021670	97419290	97440803	overlapStart	217	88	NearestStart
13	97821214	97821457	244	MACS_peak_2324 ENSMUSG00000052075	MACS_peak_2324	-	ENSMUSG00000052075	97791819	97804317	upstream	-16897	16897	NearestStart
13	97907760	97908175	416	MACS_peak_2325 ENSMUSG00000060739	MACS_peak_2325	-	ENSMUSG00000060739	97900953	97907821	overlapStart	61	61	NearestStart
13	97968157	97968455	299	MACS_peak_2326 ENSMUSG00000021665	MACS_peak_2326	-	ENSMUSG00000021665	97946292	97968248	overlapStart	91	91	NearestStart
13	98517590	98517816	227	MACS_peak_2329 ENSMUSG00000054944	MACS_peak_2329	-	ENSMUSG00000054944	98514649	98517334	upstream	-256	256	NearestStart
13	98545090	98545383	294	MACS_peak_2330 ENSMUSG00000069117	MACS_peak_2330	-	ENSMUSG00000069117	98530085	98530543	upstream	-14547	14547	NearestStart
13	98546778	98547019	242	MACS_peak_2331 ENSMUSG00000069117	MACS_peak_2331	-	ENSMUSG00000069117	98530085	98530543	upstream	-16235	16235	NearestStart
13	98680997	98681227	231	MACS_peak_2332 ENSMUSG00000069117	MACS_peak_2332	-	ENSMUSG00000069117	98530085	98530543	upstream	-150454	150454	NearestStart
13	99267013	99267314	302	MACS_peak_2334 ENSMUSG00000071222	MACS_peak_2334	-	ENSMUSG00000071222	99259488	99259778	upstream	-7235	7235	NearestStart
13	99585296	99585689	394	MACS_peak_2335 ENSMUSG00000041685	MACS_peak_2335	-	ENSMUSG00000041685	99493369	99585404	overlapStart	108	108	NearestStart
13	99696012	99696581	570	MACS_peak_2337 ENSMUSG00000009470	MACS_peak_2337	-	ENSMUSG00000009470	99608974	99696339	overlapStart	327	242	NearestStart
13	100283131	100283336	206	MACS_peak_2339 ENSMUSG00000052727	MACS_peak_2339	-	ENSMUSG00000052727	100194396	100286495	inside	3364	3159	NearestStart
13	100785461	100785792	332	MACS_peak_2340 ENSMUSG00000021646	MACS_peak_2340	-	ENSMUSG00000021646	100718488	100785594	overlapStart	133	133	NearestStart
13	101759027	101759471	445	MACS_peak_2341 ENSMUSG00000069070	MACS_peak_2341	-	ENSMUSG00000069070	101716360	101716770	upstream	-42257	42257	NearestStart
13	102538250	102538562	313	MACS_peak_2342 ENSMUSG00000041417	MACS_peak_2342	-	ENSMUSG00000041417	102450716	102538172	upstream	-78	78	NearestStart
13	102571288	102571786	499	MACS_peak_2343 ENSMUSG00000041417	MACS_peak_2343	-	ENSMUSG00000041417	102450716	102538172	upstream	-33116	33116	NearestStart
13	104710704	104711283	580	MACS_peak_2347 ENSMUSG00000021709	MACS_peak_2347	-	ENSMUSG00000021709	104608867	104710594	upstream	-110	110	NearestStart
13	104711668	104711880	213	MACS_peak_2348 ENSMUSG00000021709	MACS_peak_2348	-	ENSMUSG00000021709	104608867	104710594	upstream	-1074	1074	NearestStart
13	105018836	105019252	417	MACS_peak_2349 ENSMUSG00000021713	MACS_peak_2349	-	ENSMUSG00000021713	104995204	105018902	overlapStart	66	66	NearestStart
13	106083884	106084227	344	MACS_peak_2353 ENSMUSG00000021720	MACS_peak_2353	-	ENSMUSG00000021720	105920656	106084515	inside	631	288	NearestStart
13	108283953	108284203	251	MACS_peak_2354 ENSMUSG00000049233	MACS_peak_2354	-	ENSMUSG00000049233	108204221	108204817	upstream	-79136	79136	NearestStart
13	108432345	108432710	366	MACS_peak_2355 ENSMUSG00000078301	MACS_peak_2355	-	ENSMUSG00000078301	108515334	108515669	downstream	83324	82624	NearestStart
13	108490378	108490729	352	MACS_peak_2356 ENSMUSG00000078301	MACS_peak_2356	-	ENSMUSG00000078301	108515334	108515669	downstream	25291	24605	NearestStart
13	108679078	108679516	439	MACS_peak_2357 ENSMUSG00000032846	MACS_peak_2357	-	ENSMUSG00000032846	108516429	108679672	inside	594	156	NearestStart
13	108680439	108681509	1071	MACS_peak_2358 ENSMUSG00000032846	MACS_peak_2358	-	ENSMUSG00000032846	108516429	108679672	upstream	-767	767	NearestStart
13	108730231	108730423	193	MACS_peak_2359 ENSMUSG00000032846	MACS_peak_2359	-	ENSMUSG00000032846	108516429	108679672	upstream	-50559	50559	NearestStart
13	112280002	112280411	410	MACS_peak_2368 ENSMUSG00000032745	MACS_peak_2368	-	ENSMUSG00000032745	112215890	112280236	overlapStart	234	175	NearestStart
13	112280419	112280657	239	MACS_peak_2369 ENSMUSG00000032745	MACS_peak_2369	-	ENSMUSG00000032745	112215890	112280236	upstream	-183	183	NearestStart
13	112515365	112515781	417	MACS_peak_2371 ENSMUSG00000084217	MACS_peak_2371	-	ENSMUSG00000084217	112511687	112514542	upstream	-823	823	NearestStart
13	112599781	112600088	308	MACS_peak_2372 ENSMUSG00000021754	MACS_peak_2372	-	ENSMUSG00000021754	112536641	112599191	upstream	-590	590	NearestStart
13	112726569	112727024	456	MACS_peak_2373 ENSMUSG00000082433	MACS_peak_2373	-	ENSMUSG00000082433	112672601	112674385	upstream	-52184	52184	NearestStart
13	112734191	112734423	233	MACS_peak_2374 ENSMUSG00000082433	MACS_peak_2374	-	ENSMUSG00000082433	112672601	112674385	upstream	-59806	59806	NearestStart
13	113717486	113717839	354	MACS_peak_2380 ENSMUSG00000016018	MACS_peak_2380	-	ENSMUSG00000016018	113657988	113717588	overlapStart	102	102	NearestStart
13	114377322	114377983	662	MACS_peak_2381 ENSMUSG00000042364	MACS_peak_2381	-	ENSMUSG00000042364	114382393	114408772	downstream	31450	4410	NearestStart
13	114453712	114453969	258	MACS_peak_2382 ENSMUSG00000051456	MACS_peak_2382	-	ENSMUSG00000051456	114453236	114453700	upstream	-12	12	NearestStart
13	115178235	115178379	145	MACS_peak_2383 ENSMUSG00000021764	MACS_peak_2383	-	ENSMUSG00000021764	115078859	115178260	overlapStart	25	25	NearestStart
13	115892134	115892465	332	MACS_peak_2385 ENSMUSG00000042284	MACS_peak_2385	-	ENSMUSG00000042284	115750287	115892172	overlapStart	38	38	NearestStart
13	117814219	117814558	340	MACS_peak_2386 ENSMUSG00000021725	MACS_peak_2386	-	ENSMUSG00000021725	117643631	117814323	overlapStart	104	104	NearestStart
13	120197798	120198155	358	MACS_peak_2387 ENSMUSG00000025453	MACS_peak_2387	-	ENSMUSG00000025453	120123124	120197804	overlapStart	6	6	NearestStart
14	8658842	8659122	281	MACS_peak_2390 ENSMUSG00000025278	MACS_peak_2390	+	ENSMUSG00000025278	8650666	8784097	inside	8176	8176	NearestStart
14	9046711	9047057	347	MACS_peak_2392 ENSMUSG00000021752	MACS_peak_2392	+	ENSMUSG00000021752	9046654	9056075	inside	57	57	NearestStart
14	12707753	12707976	224	MACS_peak_2393 ENSMUSG00000072711	MACS_peak_2393	+	ENSMUSG00000072711	12453002	12453359	downstream	254751	254394	NearestStart
14	14845321	14845768	448	MACS_peak_2395 ENSMUSG00000021738	MACS_peak_2395	+	ENSMUSG00000021738	14845005	14936574	inside	316	316	NearestStart
14	17033554	17033759	206	MACS_peak_2396 ENSMUSG00000071576	MACS_peak_2396	+	ENSMUSG00000071576	17057535	17057729	upstream	-23981	23776	NearestStart
14	17197186	17197890	705	MACS_peak_2397 ENSMUSG00000017485	MACS_peak_2397	+	ENSMUSG00000017485	17197700	17263301	overlapStart	-514	190	NearestStart
14	17198248	17198632	385	MACS_peak_2398 ENSMUSG00000017485	MACS_peak_2398	+	ENSMUSG00000017485	17197700	17263301	inside	548	548	NearestStart
14	20110596	20110722	127	MACS_peak_2400 ENSMUSG00000076291	MACS_peak_2400	+	ENSMUSG00000076291	20110895	20110982	upstream	-299	173	NearestStart
14	21521943	21522335	393	MACS_peak_2404 ENSMUSG00000063787	MACS_peak_2404	+	ENSMUSG00000063787	21522291	21523639	overlapStart	-348	44	NearestStart
14	21526435	21526761	327	MACS_peak_2405 ENSMUSG00000021819	MACS_peak_2405	+	ENSMUSG00000021819	21526774	21542840	upstream	-339	13	NearestStart
